Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
820.0,-0.93748130851378908,0.40164880044346207,1.8826886939349199,-0.362000906413192,0.751088403396458,-0.89926233844323711,0.88055736482808411,-0.18165031297732998,-0.21165708989785198,-0.666698857826818,-0.343745846388087,-0.429063633477079,-1.32585737144635,0.10021292574060699,-0.14388642740512303,-0.61343446203626706,0.130665354538906,-0.98896903279473092,-0.829911523115769,-0.0564090721918242,-0.00175749977162436,0.0973792151772486,-0.324050317922226,0.43652110196776894,0.509673618133224,0.45411615981984293,-0.201804278541049,-0.175439014582613,0.0,0
3252.0,-0.73415185715238407,1.0972669015646501,2.5952616909038597,1.4340621036022299,-0.0581204912055234,0.11560741272865899,0.350950852603071,0.12970825547257597,-0.472432393994765,-0.156184480977928,-1.0578842760337601,0.50204477910356893,1.01794900677498,-0.82449277857078085,-1.2814285474240201,0.8143752365724809,-0.861157499470109,-0.28178293442842894,-1.691982230998,-0.176919450213678,0.0580042876240337,0.23820967192430303,-0.10405028368802599,0.401831354860951,-0.33043480364987105,-0.31400134240947497,0.0125185194139198,0.158217855776641,0.0,0
4696.0,-1.2879073640743002,1.86775807357126,2.8937834298771,2.7465774347896303,-0.479992314023696,0.941415576180369,-0.400340268984524,0.356862159304484,0.835514607840451,1.2119062261946698,0.77143801471101592,-2.51004150076229,2.7558499461942403,0.838744642994531,1.3640172821067,0.120725781091782,0.66639587724550908,0.50359225622134407,-0.255769234341441,0.681167503858336,0.0416128066408034,0.786049935980193,-0.21999336030403602,0.0523967987658124,0.0980500182042026,0.41471130383555704,0.6916644562842329,0.33895447221550606,0.0,0
7319.0,1.31647594472512,-0.76228667521290794,1.1472273015944299,-0.537620651259391,-1.18076952745317,0.514797243596674,-1.48259830905969,0.269653132288734,1.0356851982411601,0.284062476321551,1.91401849840452,-2.61273840875604,1.25600619034655,1.03763973034227,-0.741530697788594,1.17973332259195,0.98498142898712593,-0.530814202451039,0.318231599795212,-0.0365533685837243,0.202062963955936,0.901792893702819,-0.0990162018190606,-0.320576549638555,0.35902098588624,-0.0498067560807723,0.033547446381722,-0.000639125319505138,0.0,0
7436.0,1.04396498104757,0.323669282086111,1.67672096583835,2.7407496366990203,-0.413086914820308,1.01191655105147,-0.783480552391335,0.330401700242736,1.02543900961998,0.22708922399985898,2.03052889350529,-1.19262531749374,2.28019659280468,1.10437697932411,-1.56624864630263,0.463298312459807,0.30335131289860306,0.0337627569904378,-1.1178104493352499,-0.18250467207959398,-0.149857392500431,0.0034938814176693604,0.0660541424427521,-0.0222757827410036,0.196056804677292,-0.0721530881910126,0.0334814795244703,0.0172208042920868,0.0,0
7444.0,-1.7326995580015099,-0.22628161472428102,1.37392739282133,0.868954430797759,3.69645190571926,3.82737797834916,-0.89734535640638391,0.537505032242037,1.49080311442953,0.62523168705342,0.207694659031113,-2.90883698815506,1.4750136563000602,0.46240712051846994,-1.28917518075436,0.89044753817666411,-0.662349654774072,0.463988867322895,-1.05427510560056,-0.5927635405147379,-0.41069045864628495,-0.366613948387694,-0.667907407291528,0.98255393556289794,-0.31746779500997396,-0.333377955476525,-0.498264124376129,-0.310378380997906,0.0,0
10559.0,-2.3272054532690696,-0.8366568039994241,3.2940123405694597,2.20682627608926,1.9764250315684,-0.46143063678471508,-1.1125966027418202,0.14019724972997197,1.2291400055720199,-0.0824173762476723,0.0459307491014259,-2.7563500755734998,1.13120367651102,0.772873746463327,-1.13868914414031,0.38506736553567605,0.31982600087096696,-0.302203631008887,-1.7614462910200601,-0.46524792730437303,-0.28974091816945097,-0.23385890844212598,-0.53268664470464511,0.0495881458815987,0.10396026986916199,-0.15285518189479402,0.0075808271958743593,-0.24311980479934198,0.0,0
10583.0,-1.2025975122103,0.635701881723337,3.37787954390035,2.2348692114543502,0.237657116216002,0.42408666323970207,0.0682344781737711,0.0351775586870073,0.522147909406664,0.0554216508260445,1.93302792632427,-1.7287265395154199,2.05214004629828,0.766450542154629,-1.8986787175275501,0.482766481691271,0.0537485655578343,0.592503157051873,-0.542945563871723,-0.0402677061210182,-0.166082479206461,0.0603390060411457,0.0612714616296172,0.47148761206418394,0.19319731491208103,-0.10862787996815,-0.20558633046828198,-0.17054278770546102,0.0,0
10910.0,1.0848985925605301,0.199358535128206,1.6069162367218999,2.88089313423186,-0.688178667404267,0.62788617069338,-0.84440905357869911,0.320399153823263,1.6508587644861799,0.129207331514003,-0.077701598220752,-3.1656461583703304,-0.0523785795289134,1.38892202206499,-0.600845866869931,0.379401149538819,0.693252240036643,-0.166050337345302,-1.3921023110288102,-0.3485210093211,-0.229154915480322,-0.306368580072919,0.107861357632864,-0.0322713053702367,0.144010584102172,-0.0467716428639049,0.0215045899497445,0.0222373986974794,0.0,0
14327.0,-2.24251531712541,-1.4285754204253402,2.61685013563008,2.54541046161849,1.52783740000409,-1.04669708662697,-1.3632375588837502,0.41111776886422297,1.45182929751423,-0.11264435394283,0.148016977833725,-2.9434105904201604,0.0783825928968655,1.26556601284128,-1.31802529897566,0.350757709153261,0.57295007920103391,-0.24029255706732103,-2.1669042410148798,-0.12447734300342901,0.0549460554850029,0.0933440355406551,0.551007661697569,0.479934673981318,-0.90335199801046,-0.374246875683567,-0.13391128910587,0.60920308737306694,0.0,0
